,train structures,test structures,train mae ,train mape,train r2,train pearson,train spearman,test mae ,test mape,test r2,test pearson,test spearman
101,random,ladder_complete_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,344084.2927973124,0.5834392300271756,-0.7176633816662705,-0.5566427612309215,-0.5175523448375173
102,random,binomial_cycle_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,11409.783088791542,0.73880587670021,-1.458182613228312,0.6976003583824059,0.5405658330533288
103,random,binomial_path_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,12500.99025124775,0.7554150620369023,-2.736804527520593,0.7243392207557035,0.5731533624537992
104,random,binomial_complete_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,367403.11565009214,0.8288234442620346,-0.6464970727646426,0.3239998901646046,0.39810646570345115
105,random,cycle_path_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,10873.760963437138,0.6615703376210764,-2.902959080178823,0.5872095015326756,0.6031135218163489
106,random,cycle_complete_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,344336.42128326104,0.8108787060552136,-0.63597150710475,0.42525655469371054,0.4373142610281764
107,random,path_complete_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,356076.910792089,0.828976485512754,-0.6086125210735445,0.3812121305493097,0.38304651274420387
108,random,ladder_binomial_cycle_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,12373.813394373372,0.602043001593747,0.5604581938424982,0.8828720156172861,0.866457255316085
109,random,ladder_binomial_path_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,12818.42720093964,0.6231054293172338,0.5406642061430058,0.8827926407185968,0.8500494407910526
110,random,ladder_binomial_complete_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,291085.48425010015,0.69087360144998,-0.5054159420933284,-0.21310504519963133,0.1410949935198963
111,random,ladder_cycle_path_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,11652.714778373025,0.5770962662214972,0.5356414017915586,0.9063788995370161,0.8482100513608217
112,random,ladder_cycle_complete_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,195014.37825034268,0.5697127086445009,-0.2935038079625847,-0.1682959174982497,0.24550626410022558
113,random,ladder_path_complete_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,213486.17968412192,0.6544361439803434,-0.32406788039270396,-0.24608853584976928,0.0814718955503288
114,random,binomial_cycle_path_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,11732.229248078307,0.680243417326757,-2.240326818842174,0.6889933715956403,0.6524268228291652
115,random,binomial_cycle_complete_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,230453.78809005898,0.7957631757278755,-0.3711536405988214,0.17921464145284643,0.3892743243891902
116,random,binomial_path_complete_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,224335.37109824337,0.8522909497626252,-0.27001075415623554,0.22393162274750736,0.41172716363461814
117,random,cycle_path_complete_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,188591.21965095054,0.7584738778121074,-0.2803596300990103,0.34260029767953853,0.4114222627562041
118,random,ladder_binomial_cycle_path_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,11547.181903590812,0.5836175344409401,0.44986566629804525,0.8739795444131784,0.7907834685354965
119,random,ladder_binomial_cycle_complete_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,156516.36255848475,0.6602388811563724,-0.23006432226291706,-0.139933275990621,0.30826054816877063
120,random,ladder_binomial_path_complete_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,163385.13515766425,0.6950241438530926,-0.20962874922394859,-0.04933086042677587,0.4230653290452647
121,random,ladder_cycle_path_complete_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,165002.51319270578,0.6524243511064317,-0.24328751667703452,-0.10288731592301459,0.37317217875486003
122,random,binomial_cycle_path_complete_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,211278.13164163666,0.7883347369545627,-0.31500641436439314,0.3372510733932263,0.43594719915518637
